enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,kfold
15387,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Funded Startup,1,113,0.0,1
20966,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,,156,0.0,1
12331,city_79,0.698,,No relevent experience,Part time course,,,2,,,,28,1.0,1
32655,city_21,0.624,Male,No relevent experience,Full time course,High School,,1,,,never,26,1.0,1
4849,city_101,0.5579999999999999,,No relevent experience,no_enrollment,High School,,8,,,1,94,1.0,1
25473,city_26,0.698,Male,No relevent experience,Full time course,High School,,8,,,never,39,0.0,1
746,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,7,0.0,1
3120,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,,>4,77,0.0,1
18797,city_71,0.884,,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,32,0.0,1
10957,city_100,0.887,Female,No relevent experience,Full time course,Masters,STEM,2,,Public Sector,1,52,1.0,1
7261,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,20,0.0,1
8481,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,6,,Pvt Ltd,2,28,0.0,1
14914,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,0.0,1
5472,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,1,85,0.0,1
30564,city_89,0.925,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,166,0.0,1
31108,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,17,1.0,1
16482,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,41,1.0,1
19109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,0.0,1
10190,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,,never,104,0.0,1
13319,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,50,1.0,1
848,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,100-500,Pvt Ltd,>4,17,0.0,1
11788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,52,1.0,1
25599,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,never,14,0.0,1
29621,city_67,0.855,Male,Has relevent experience,Part time course,High School,,10,,,1,16,0.0,1
22669,city_45,0.89,Male,No relevent experience,Full time course,High School,,4,,,1,68,0.0,1
26305,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Pvt Ltd,>4,14,0.0,1
16347,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,1,,,never,16,0.0,1
3748,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,7,<10,Pvt Ltd,1,116,0.0,1
24095,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,4,204,0.0,1
14924,city_104,0.924,Male,No relevent experience,Full time course,High School,,1,,,never,278,0.0,1
32398,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,6,0.0,1
929,city_138,0.836,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Funded Startup,1,22,0.0,1
18033,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,91,1.0,1
9316,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,,2,28,1.0,1
32562,city_126,0.479,,Has relevent experience,no_enrollment,,,18,,,never,61,1.0,1
27309,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,1,23,0.0,1
22547,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,NGO,1,73,0.0,1
17098,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,184,0.0,1
21176,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,103,0.0,1
16418,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,3,84,0.0,1
5223,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NGO,1,136,0.0,1
5682,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,328,0.0,1
29854,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,75,0.0,1
1086,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,122,0.0,1
31092,city_21,0.624,Female,No relevent experience,Full time course,High School,,5,,,never,111,1.0,1
21033,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,21,0.0,1
10135,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,314,1.0,1
4758,city_57,0.866,,No relevent experience,,,,9,,,never,59,0.0,1
20183,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,80,1.0,1
18651,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,,16,0.0,1
32747,city_160,0.92,,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,0.0,1
22437,city_75,0.939,,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,110,0.0,1
29945,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,19,0.0,1
15399,city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,9,0.0,1
27766,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,,,4,10,1.0,1
29473,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Public Sector,>4,50,0.0,1
16710,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,>4,84,0.0,1
32927,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,3,166,0.0,1
9171,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,276,0.0,1
29850,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,15,1.0,1
29224,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,1,,,1,20,0.0,1
7250,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,124,0.0,1
32683,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,11,0.0,1
23954,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,51,0.0,1
13765,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,26,0.0,1
28896,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,8,0.0,1
23859,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,Pvt Ltd,2,53,0.0,1
22512,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,17,100-500,Pvt Ltd,2,28,0.0,1
27713,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,,,never,17,1.0,1
8162,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,,2,111,0.0,1
19859,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,3,1.0,1
15190,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,13,,Public Sector,1,57,1.0,1
20328,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,1,7,0.0,1
33242,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,8,<10,Early Stage Startup,1,50,0.0,1
18279,city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,14,0.0,1
29188,city_41,0.8270000000000001,Other,No relevent experience,Full time course,Graduate,STEM,10,,Public Sector,1,50,1.0,1
25311,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,112,1.0,1
20433,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,94,1.0,1
16888,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,22,0.0,1
12356,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,never,22,0.0,1
23074,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,4,256,0.0,1
22196,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,8,0.0,1
3344,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,84,0.0,1
17052,city_90,0.698,,Has relevent experience,no_enrollment,,,,,,>4,118,1.0,1
29729,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,33,1.0,1
9606,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,141,1.0,1
768,city_36,0.893,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22,0.0,1
15625,city_100,0.887,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,,1,102,0.0,1
6075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,50,0.0,1
31299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,36,0.0,1
20652,city_90,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,,1,74,0.0,1
14268,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,,never,47,0.0,1
17500,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,19,0.0,1
14005,city_152,0.698,,No relevent experience,no_enrollment,High School,,5,,,never,26,0.0,1
3536,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,2,40,0.0,1
8543,city_70,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,23,1.0,1
29005,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,180,1.0,1
27328,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,55,0.0,1
29415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,8,0.0,1
20845,city_9,0.743,,No relevent experience,Part time course,Primary School,,2,50-99,Funded Startup,1,44,1.0,1
22420,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000+,Pvt Ltd,2,226,0.0,1
2879,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,52,0.0,1
3978,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,110,0.0,1
1780,city_103,0.92,Male,No relevent experience,no_enrollment,,,5,,,1,41,0.0,1
24885,city_21,0.624,Female,Has relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,1,52,0.0,1
5328,city_74,0.579,,No relevent experience,Full time course,Graduate,Other,6,,Pvt Ltd,never,39,1.0,1
11928,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,4,<10,Pvt Ltd,1,34,0.0,1
7888,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,15,1.0,1
28506,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,17,0.0,1
28455,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10/49,Pvt Ltd,1,52,0.0,1
7652,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,28,1.0,1
10285,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,4,42,0.0,1
23391,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,never,31,0.0,1
20190,city_65,0.802,Male,No relevent experience,no_enrollment,Phd,STEM,10,100-500,Public Sector,>4,73,0.0,1
9063,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,never,67,1.0,1
7338,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,>4,82,0.0,1
4489,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,135,0.0,1
29482,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,4,40,0.0,1
10824,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,132,0.0,1
14305,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,16,0.0,1
8086,city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Pvt Ltd,3,149,0.0,1
18754,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,123,0.0,1
27017,city_73,0.754,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,7,0.0,1
14861,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,,,>4,30,1.0,1
4872,city_78,0.579,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,>4,17,0.0,1
14272,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,1,54,0.0,1
6476,city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,11,,,3,194,0.0,1
7692,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,>4,128,1.0,1
14104,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,85,0.0,1
9909,city_160,0.92,Other,No relevent experience,Part time course,Graduate,Arts,<1,1000-4999,Pvt Ltd,2,112,1.0,1
33157,city_43,0.516,,No relevent experience,Part time course,Graduate,No Major,3,,,never,43,1.0,1
3653,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,52,0.0,1
21438,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,9,1.0,1
2193,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,78,1.0,1
1656,city_99,0.915,,No relevent experience,Full time course,High School,,10,10000+,Pvt Ltd,1,97,0.0,1
5055,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,Pvt Ltd,never,6,0.0,1
15643,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,4,61,0.0,1
9125,city_28,0.939,Male,No relevent experience,no_enrollment,High School,,3,100-500,,3,55,0.0,1
16935,city_141,0.763,Male,No relevent experience,Full time course,High School,,3,,,never,56,0.0,1
9162,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24,0.0,1
18024,city_166,0.649,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,10,1.0,1
9907,city_28,0.939,,Has relevent experience,Full time course,Masters,STEM,19,100-500,Pvt Ltd,4,134,0.0,1
30614,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,20,0.0,1
22552,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,49,1.0,1
9736,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,>4,109,1.0,1
614,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,16,0.0,1
15908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,2,2,0.0,1
22741,city_13,0.8270000000000001,,Has relevent experience,no_enrollment,High School,,>20,500-999,Pvt Ltd,4,30,1.0,1
22378,city_114,0.926,Male,No relevent experience,no_enrollment,,,>20,,,never,94,0.0,1
27126,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,1,100,1.0,1
29201,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,31,0.0,1
18450,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,4,500-999,Pvt Ltd,4,18,0.0,1
15172,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,45,0.0,1
16646,city_71,0.884,Male,Has relevent experience,,Graduate,STEM,15,50-99,Pvt Ltd,4,36,0.0,1
8055,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,,4,46,0.0,1
31761,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,6,,,1,145,0.0,1
24855,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,1,4,0.0,1
27082,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,72,0.0,1
15114,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21,0.0,1
46,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,4,0.0,1
14607,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,64,0.0,1
16340,city_65,0.802,,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,64,0.0,1
31309,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,32,0.0,1
4770,city_159,0.843,,No relevent experience,no_enrollment,,,4,,,never,62,0.0,1
23463,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,109,0.0,1
26905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,0.0,1
4314,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,2,5000-9999,Public Sector,2,82,0.0,1
32652,city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,0.0,1
17447,city_36,0.893,,Has relevent experience,Part time course,Graduate,STEM,11,10000+,,>4,67,0.0,1
13870,city_36,0.893,Male,Has relevent experience,Full time course,High School,,9,,,2,68,0.0,1
10785,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,56,1.0,1
15261,city_83,0.923,Male,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,>4,10,0.0,1
11435,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,108,0.0,1
31933,city_149,0.6890000000000001,,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,300,0.0,1
22385,city_152,0.698,,Has relevent experience,Full time course,Masters,STEM,12,,,1,44,0.0,1
32738,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,Pvt Ltd,never,114,0.0,1
1775,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,96,1.0,1
16155,city_173,0.878,Male,No relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,65,0.0,1
31737,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,84,0.0,1
25278,city_134,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,35,1.0,1
29988,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,62,0.0,1
4259,city_67,0.855,Male,No relevent experience,Full time course,Masters,STEM,17,,,2,18,0.0,1
22778,city_97,0.925,Female,No relevent experience,Full time course,High School,,>20,,,1,47,0.0,1
32196,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,9,,Public Sector,>4,60,1.0,1
9289,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,never,60,1.0,1
12125,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,22,0.0,1
17708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Public Sector,1,61,0.0,1
30851,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,Public Sector,1,46,0.0,1
8775,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,328,0.0,1
18685,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,94,0.0,1
10306,city_103,0.92,,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,28,0.0,1
19852,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63,0.0,1
15402,city_102,0.804,,Has relevent experience,Full time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,6,0.0,1
30238,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,226,1.0,1
21762,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,108,0.0,1
23890,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,112,0.0,1
28229,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,0.0,1
23415,city_10,0.895,Male,Has relevent experience,Part time course,Masters,STEM,9,<10,Funded Startup,2,26,0.0,1
32470,city_77,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,1,15,0.0,1
15983,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,72,0.0,1
18640,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,12,1.0,1
14314,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,30,0.0,1
10018,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,44,0.0,1
25636,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,40,0.0,1
4174,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,4,42,0.0,1
14728,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,26,0.0,1
5978,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,58,0.0,1
25651,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,5,0.0,1
7007,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,7,0.0,1
19089,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,17,0.0,1
4219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,NGO,3,48,0.0,1
6468,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,48,1.0,1
23247,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,4,94,0.0,1
555,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,32,0.0,1
21722,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,,never,9,0.0,1
28115,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,0.0,1
2252,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,162,0.0,1
17559,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,31,0.0,1
3352,city_62,0.645,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,11,0.0,1
2135,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,42,1.0,1
6478,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,1,105,0.0,1
17289,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,9,<10,Pvt Ltd,1,113,0.0,1
20957,city_90,0.698,Male,No relevent experience,Part time course,High School,,2,<10,Early Stage Startup,1,69,0.0,1
17531,city_90,0.698,,Has relevent experience,Part time course,Masters,STEM,6,,,1,116,1.0,1
4478,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,,7,1.0,1
6846,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,2,10,1.0,1
8001,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,74,0.0,1
8328,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,9,1.0,1
26826,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,7,0.0,1
31943,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Early Stage Startup,2,32,0.0,1
19961,city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,2,54,0.0,1
10182,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,2,60,0.0,1
3643,city_61,0.913,Male,Has relevent experience,no_enrollment,,,>20,<10,Public Sector,>4,3,0.0,1
14093,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,15,0.0,1
3384,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0.0,1
33206,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,55,0.0,1
31424,city_160,0.92,,No relevent experience,Full time course,High School,,10,,,1,82,1.0,1
17076,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,37,0.0,1
17590,city_114,0.926,Male,Has relevent experience,Full time course,High School,,2,50-99,Pvt Ltd,1,148,0.0,1
29676,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Funded Startup,1,116,0.0,1
26061,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,4,48,0.0,1
24224,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,never,100,0.0,1
5881,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,306,0.0,1
